프레임번호,타임스탐프_초,단순분류,정상확률,포트홀확률,신뢰도,CP클래스,CP클래스번호,파일경로
350,17.517500810522904,정상,0.5870,0.4130,0.5870,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000350_17.518s.jpg
351,17.567550812838682,정상,0.5926,0.4074,0.5926,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000351_17.568s.jpg
352,17.617600815154464,정상,0.5886,0.4114,0.5886,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000352_17.618s.jpg
353,17.667650817470243,정상,0.6025,0.3975,0.6025,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000353_17.668s.jpg
354,17.71770081978602,정상,0.5988,0.4012,0.5988,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000354_17.718s.jpg
355,17.767750822101803,정상,0.6042,0.3958,0.6042,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000355_17.768s.jpg
356,17.81780082441758,정상,0.6066,0.3934,0.6066,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000356_17.818s.jpg
357,17.86785082673336,정상,0.6063,0.3937,0.6063,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000357_17.868s.jpg
358,17.91790082904914,정상,0.6094,0.3906,0.6094,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000358_17.918s.jpg
359,17.96795083136492,정상,0.6057,0.3943,0.6057,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000359_17.968s.jpg
360,18.018000833680702,정상,0.6067,0.3933,0.6067,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000360_18.018s.jpg
361,18.06805083599648,정상,0.6028,0.3972,0.6028,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000361_18.068s.jpg
362,18.11810083831226,정상,0.6019,0.3981,0.6019,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000362_18.118s.jpg
363,18.16815084062804,정상,0.6042,0.3958,0.6042,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000363_18.168s.jpg
364,18.21820084294382,정상,0.6072,0.3928,0.6072,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000364_18.218s.jpg
365,18.268250845259598,정상,0.6053,0.3947,0.6053,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000365_18.268s.jpg
366,18.31830084757538,정상,0.6066,0.3934,0.6066,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000366_18.318s.jpg
367,18.368350849891158,정상,0.6022,0.3978,0.6022,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000367_18.368s.jpg
368,18.41840085220694,정상,0.6047,0.3953,0.6047,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000368_18.418s.jpg
369,18.468450854522718,정상,0.6039,0.3961,0.6039,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000369_18.468s.jpg
370,18.518500856838497,정상,0.6048,0.3952,0.6048,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000370_18.519s.jpg
371,18.56855085915428,정상,0.6035,0.3965,0.6035,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000371_18.569s.jpg
372,18.618600861470057,정상,0.6023,0.3977,0.6023,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000372_18.619s.jpg
373,18.66865086378584,정상,0.6027,0.3973,0.6027,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000373_18.669s.jpg
374,18.718700866101617,정상,0.6032,0.3968,0.6032,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000374_18.719s.jpg
375,18.768750868417396,정상,0.5989,0.4011,0.5989,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000375_18.769s.jpg
376,18.818800870733178,정상,0.5975,0.4025,0.5975,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000376_18.819s.jpg
377,18.868850873048956,정상,0.5967,0.4033,0.5967,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000377_18.869s.jpg
378,18.918900875364734,정상,0.5993,0.4007,0.5993,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000378_18.919s.jpg
379,18.968950877680516,정상,0.5960,0.4040,0.5960,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000379_18.969s.jpg
380,19.019000879996295,정상,0.5967,0.4033,0.5967,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000380_19.019s.jpg
381,19.069050882312077,정상,0.5988,0.4012,0.5988,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000381_19.069s.jpg
382,19.119100884627855,정상,0.6002,0.3998,0.6002,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000382_19.119s.jpg
383,19.169150886943633,정상,0.5985,0.4015,0.5985,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000383_19.169s.jpg
384,19.219200889259415,정상,0.5974,0.4026,0.5974,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000384_19.219s.jpg
385,19.269250891575194,정상,0.5995,0.4005,0.5995,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000385_19.269s.jpg
386,19.319300893890972,정상,0.6070,0.3930,0.6070,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000386_19.319s.jpg
387,19.369350896206754,정상,0.6027,0.3973,0.6027,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000387_19.369s.jpg
388,19.419400898522532,정상,0.6078,0.3922,0.6078,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000388_19.419s.jpg
389,19.469450900838314,정상,0.6082,0.3918,0.6082,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000389_19.469s.jpg
390,19.519500903154093,정상,0.6077,0.3923,0.6077,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000390_19.520s.jpg
391,19.56955090546987,정상,0.6047,0.3953,0.6047,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000391_19.570s.jpg
392,19.619600907785653,정상,0.6044,0.3956,0.6044,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000392_19.620s.jpg
393,19.66965091010143,정상,0.6052,0.3948,0.6052,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000393_19.670s.jpg
394,19.71970091241721,정상,0.6063,0.3937,0.6063,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000394_19.720s.jpg
395,19.76975091473299,정상,0.6028,0.3972,0.6028,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000395_19.770s.jpg
396,19.81980091704877,정상,0.6026,0.3974,0.6026,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000396_19.820s.jpg
397,19.869850919364552,정상,0.6040,0.3960,0.6040,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000397_19.870s.jpg
398,19.91990092168033,정상,0.6060,0.3940,0.6060,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000398_19.920s.jpg
399,19.96995092399611,정상,0.6040,0.3960,0.6040,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000399_19.970s.jpg
400,20.02000092631189,정상,0.6023,0.3977,0.6023,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000400_20.020s.jpg
401,20.07005092862767,정상,0.5984,0.4016,0.5984,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000401_20.070s.jpg
402,20.120100930943448,정상,0.6060,0.3940,0.6060,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000402_20.120s.jpg
403,20.17015093325923,정상,0.6077,0.3923,0.6077,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000403_20.170s.jpg
404,20.220200935575008,정상,0.6063,0.3937,0.6063,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000404_20.220s.jpg
405,20.27025093789079,정상,0.6068,0.3932,0.6068,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000405_20.270s.jpg
406,20.320300940206568,정상,0.6043,0.3957,0.6043,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000406_20.320s.jpg
407,20.370350942522347,정상,0.6087,0.3913,0.6087,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000407_20.370s.jpg
408,20.42040094483813,정상,0.6113,0.3887,0.6113,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000408_20.420s.jpg
409,20.470450947153907,정상,0.6122,0.3878,0.6122,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000409_20.470s.jpg
410,20.520500949469685,정상,0.6149,0.3851,0.6149,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000410_20.521s.jpg
411,20.570550951785467,정상,0.6123,0.3877,0.6123,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000411_20.571s.jpg
412,20.620600954101246,정상,0.6066,0.3934,0.6066,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000412_20.621s.jpg
413,20.670650956417028,정상,0.6050,0.3950,0.6050,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000413_20.671s.jpg
414,20.720700958732806,정상,0.6083,0.3917,0.6083,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000414_20.721s.jpg
415,20.770750961048584,정상,0.6156,0.3844,0.6156,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000415_20.771s.jpg
416,20.820800963364366,정상,0.6088,0.3912,0.6088,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000416_20.821s.jpg
417,20.870850965680145,정상,0.6145,0.3855,0.6145,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000417_20.871s.jpg
418,20.920900967995923,정상,0.6068,0.3932,0.6068,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000418_20.921s.jpg
419,20.970950970311705,정상,0.6005,0.3995,0.6005,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000419_20.971s.jpg
420,21.021000972627483,정상,0.5993,0.4007,0.5993,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000420_21.021s.jpg
421,21.071050974943265,정상,0.6050,0.3950,0.6050,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000421_21.071s.jpg
422,21.121100977259044,정상,0.6082,0.3918,0.6082,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000422_21.121s.jpg
423,21.171150979574822,정상,0.5969,0.4031,0.5969,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000423_21.171s.jpg
424,21.221200981890604,정상,0.6037,0.3963,0.6037,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000424_21.221s.jpg
425,21.271250984206382,정상,0.5981,0.4019,0.5981,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000425_21.271s.jpg
426,21.32130098652216,정상,0.5961,0.4039,0.5961,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000426_21.321s.jpg
427,21.371350988837943,정상,0.5972,0.4028,0.5972,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000427_21.371s.jpg
428,21.42140099115372,정상,0.5953,0.4047,0.5953,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000428_21.421s.jpg
429,21.471450993469503,정상,0.5920,0.4080,0.5920,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000429_21.471s.jpg
430,21.52150099578528,정상,0.5807,0.4193,0.5807,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000430_21.522s.jpg
431,21.57155099810106,정상,0.5837,0.4163,0.5837,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000431_21.572s.jpg
432,21.62160100041684,정상,0.5764,0.4236,0.5764,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000432_21.622s.jpg
433,21.67165100273262,정상,0.5811,0.4189,0.5811,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000433_21.672s.jpg
434,21.7217010050484,정상,0.5795,0.4205,0.5795,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000434_21.722s.jpg
435,21.77175100736418,정상,0.5862,0.4138,0.5862,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000435_21.772s.jpg
436,21.82180100967996,정상,0.5825,0.4175,0.5825,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000436_21.822s.jpg
437,21.87185101199574,정상,0.5861,0.4139,0.5861,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000437_21.872s.jpg
438,21.92190101431152,정상,0.5930,0.4070,0.5930,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000438_21.922s.jpg
439,21.971951016627298,정상,0.5791,0.4209,0.5791,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000439_21.972s.jpg
440,22.02200101894308,정상,0.5779,0.4221,0.5779,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000440_22.022s.jpg
441,22.072051021258858,정상,0.5776,0.4224,0.5776,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000441_22.072s.jpg
442,22.122101023574636,정상,0.5807,0.4193,0.5807,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000442_22.122s.jpg
443,22.172151025890418,정상,0.5619,0.4381,0.5619,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000443_22.172s.jpg
444,22.222201028206197,정상,0.5545,0.4455,0.5545,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000444_22.222s.jpg
445,22.27225103052198,정상,0.5566,0.4434,0.5566,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000445_22.272s.jpg
446,22.322301032837757,정상,0.5543,0.4457,0.5543,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000446_22.322s.jpg
447,22.372351035153535,정상,0.5459,0.4541,0.5459,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000447_22.372s.jpg
448,22.422401037469317,정상,0.5453,0.4547,0.5453,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000448_22.422s.jpg
449,22.472451039785096,정상,0.5500,0.4500,0.5500,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000449_22.472s.jpg
450,22.522501042100878,정상,0.5365,0.4635,0.5365,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000450_22.523s.jpg
451,22.572551044416656,정상,0.5293,0.4707,0.5293,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000451_22.573s.jpg
452,22.622601046732434,정상,0.5362,0.4638,0.5362,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000452_22.623s.jpg
453,22.672651049048216,정상,0.5219,0.4781,0.5219,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000453_22.673s.jpg
454,22.722701051363995,정상,0.5277,0.4723,0.5277,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000454_22.723s.jpg
455,22.772751053679773,정상,0.5267,0.4733,0.5267,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000455_22.773s.jpg
456,22.822801055995555,정상,0.5334,0.4666,0.5334,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000456_22.823s.jpg
457,22.872851058311333,정상,0.5465,0.4535,0.5465,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000457_22.873s.jpg
458,22.922901060627115,정상,0.5451,0.4549,0.5451,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000458_22.923s.jpg
459,22.972951062942894,정상,0.5490,0.4510,0.5490,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000459_22.973s.jpg
460,23.023001065258672,정상,0.5446,0.4554,0.5446,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000460_23.023s.jpg
461,23.073051067574454,정상,0.5654,0.4346,0.5654,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000461_23.073s.jpg
462,23.123101069890232,정상,0.5665,0.4335,0.5665,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000462_23.123s.jpg
463,23.17315107220601,정상,0.5640,0.4360,0.5640,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000463_23.173s.jpg
464,23.223201074521793,정상,0.5648,0.4352,0.5648,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000464_23.223s.jpg
465,23.27325107683757,정상,0.5663,0.4337,0.5663,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000465_23.273s.jpg
466,23.323301079153353,정상,0.5723,0.4277,0.5723,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000466_23.323s.jpg
467,23.37335108146913,정상,0.5711,0.4289,0.5711,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000467_23.373s.jpg
468,23.42340108378491,정상,0.5614,0.4386,0.5614,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000468_23.423s.jpg
469,23.47345108610069,정상,0.5562,0.4438,0.5562,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000469_23.473s.jpg
470,23.52350108841647,정상,0.5567,0.4433,0.5567,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000470_23.524s.jpg
471,23.57355109073225,정상,0.5685,0.4315,0.5685,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000471_23.574s.jpg
472,23.62360109304803,정상,0.5664,0.4336,0.5664,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000472_23.624s.jpg
473,23.67365109536381,정상,0.5433,0.4567,0.5433,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000473_23.674s.jpg
474,23.72370109767959,정상,0.5583,0.4417,0.5583,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000474_23.724s.jpg
475,23.77375109999537,정상,0.5554,0.4446,0.5554,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000475_23.774s.jpg
476,23.823801102311148,정상,0.5646,0.4354,0.5646,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000476_23.824s.jpg
477,23.87385110462693,정상,0.5569,0.4431,0.5569,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000477_23.874s.jpg
478,23.923901106942708,정상,0.5735,0.4265,0.5735,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000478_23.924s.jpg
479,23.973951109258486,정상,0.5736,0.4264,0.5736,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000479_23.974s.jpg
480,24.024001111574268,정상,0.5698,0.4302,0.5698,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000480_24.024s.jpg
481,24.074051113890047,정상,0.5698,0.4302,0.5698,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000481_24.074s.jpg
482,24.12410111620583,정상,0.5745,0.4255,0.5745,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000482_24.124s.jpg
483,24.174151118521607,정상,0.5865,0.4135,0.5865,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000483_24.174s.jpg
484,24.224201120837385,정상,0.5632,0.4368,0.5632,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000484_24.224s.jpg
485,24.274251123153167,정상,0.5424,0.4576,0.5424,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000485_24.274s.jpg
486,24.324301125468946,정상,0.5370,0.4630,0.5370,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000486_24.324s.jpg
487,24.374351127784724,정상,0.5325,0.4675,0.5325,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000487_24.374s.jpg
488,24.424401130100506,정상,0.5309,0.4691,0.5309,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000488_24.424s.jpg
489,24.474451132416284,정상,0.5424,0.4576,0.5424,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000489_24.474s.jpg
490,24.524501134732066,정상,0.5460,0.4540,0.5460,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000490_24.525s.jpg
491,24.574551137047845,정상,0.5405,0.4595,0.5405,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000491_24.575s.jpg
492,24.624601139363623,정상,0.5307,0.4693,0.5307,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000492_24.625s.jpg
493,24.674651141679405,정상,0.5443,0.4557,0.5443,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000493_24.675s.jpg
494,24.724701143995183,정상,0.5259,0.4741,0.5259,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000494_24.725s.jpg
495,24.77475114631096,정상,0.5356,0.4644,0.5356,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000495_24.775s.jpg
496,24.824801148626744,정상,0.5261,0.4739,0.5261,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000496_24.825s.jpg
497,24.874851150942522,정상,0.5331,0.4669,0.5331,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000497_24.875s.jpg
498,24.924901153258304,정상,0.5324,0.4676,0.5324,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000498_24.925s.jpg
499,24.974951155574082,정상,0.5310,0.4690,0.5310,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000499_24.975s.jpg
500,25.02500115788986,정상,0.5254,0.4746,0.5254,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000500_25.025s.jpg
501,25.075051160205643,정상,0.5262,0.4738,0.5262,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000501_25.075s.jpg
502,25.12510116252142,정상,0.5190,0.4810,0.5190,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000502_25.125s.jpg
503,25.1751511648372,정상,0.5391,0.4609,0.5391,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000503_25.175s.jpg
504,25.22520116715298,정상,0.5495,0.4505,0.5495,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000504_25.225s.jpg
505,25.27525116946876,정상,0.5491,0.4509,0.5491,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_000505_25.275s.jpg
