프레임번호,타임스탐프_초,단순분류,정상확률,포트홀확률,신뢰도,CP클래스,CP클래스번호,파일경로
1365,68.31825316103932,정상,0.5818,0.4182,0.5818,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001365_68.318s.jpg
1366,68.36830316335511,정상,0.5823,0.4177,0.5823,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001366_68.368s.jpg
1367,68.41835316567088,정상,0.5836,0.4164,0.5836,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001367_68.418s.jpg
1368,68.46840316798666,정상,0.5778,0.4222,0.5778,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001368_68.468s.jpg
1369,68.51845317030244,정상,0.5784,0.4216,0.5784,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001369_68.518s.jpg
1370,68.56850317261822,정상,0.5733,0.4267,0.5733,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001370_68.569s.jpg
1371,68.61855317493401,정상,0.5766,0.4234,0.5766,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001371_68.619s.jpg
1372,68.66860317724978,정상,0.5774,0.4226,0.5774,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001372_68.669s.jpg
1373,68.71865317956556,정상,0.5825,0.4175,0.5825,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001373_68.719s.jpg
1374,68.76870318188134,정상,0.5813,0.4187,0.5813,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001374_68.769s.jpg
1375,68.81875318419712,정상,0.5742,0.4258,0.5742,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001375_68.819s.jpg
1376,68.8688031865129,정상,0.5790,0.4210,0.5790,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001376_68.869s.jpg
1377,68.91885318882868,정상,0.5754,0.4246,0.5754,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001377_68.919s.jpg
1378,68.96890319114446,정상,0.5829,0.4171,0.5829,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001378_68.969s.jpg
1379,69.01895319346023,정상,0.5867,0.4133,0.5867,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001379_69.019s.jpg
1380,69.06900319577602,정상,0.5840,0.4160,0.5840,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001380_69.069s.jpg
1381,69.1190531980918,정상,0.5905,0.4095,0.5905,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001381_69.119s.jpg
1382,69.16910320040758,정상,0.5833,0.4167,0.5833,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001382_69.169s.jpg
1383,69.21915320272336,정상,0.5900,0.4100,0.5900,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001383_69.219s.jpg
1384,69.26920320503913,정상,0.5919,0.4081,0.5919,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001384_69.269s.jpg
1385,69.31925320735492,정상,0.5939,0.4061,0.5939,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001385_69.319s.jpg
1386,69.3693032096707,정상,0.5939,0.4061,0.5939,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001386_69.369s.jpg
1387,69.41935321198648,정상,0.5931,0.4069,0.5931,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001387_69.419s.jpg
1388,69.46940321430226,정상,0.5926,0.4074,0.5926,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001388_69.469s.jpg
1389,69.51945321661803,정상,0.6003,0.3997,0.6003,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001389_69.519s.jpg
1390,69.56950321893382,정상,0.5960,0.4040,0.5960,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001390_69.570s.jpg
1391,69.61955322124959,정상,0.5958,0.4042,0.5958,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001391_69.620s.jpg
1392,69.66960322356537,정상,0.5897,0.4103,0.5897,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001392_69.670s.jpg
1393,69.71965322588116,정상,0.5890,0.4110,0.5890,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001393_69.720s.jpg
1394,69.76970322819693,정상,0.5883,0.4117,0.5883,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001394_69.770s.jpg
1395,69.81975323051272,정상,0.5882,0.4118,0.5882,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001395_69.820s.jpg
1396,69.86980323282849,정상,0.5902,0.4098,0.5902,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001396_69.870s.jpg
1397,69.91985323514427,정상,0.5910,0.4090,0.5910,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001397_69.920s.jpg
1398,69.96990323746006,정상,0.5855,0.4145,0.5855,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001398_69.970s.jpg
1399,70.01995323977583,정상,0.5918,0.4082,0.5918,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001399_70.020s.jpg
1400,70.07000324209162,정상,0.5901,0.4099,0.5901,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001400_70.070s.jpg
1401,70.12005324440739,정상,0.5847,0.4153,0.5847,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001401_70.120s.jpg
1402,70.17010324672317,정상,0.5906,0.4094,0.5906,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001402_70.170s.jpg
1403,70.22015324903896,정상,0.5967,0.4033,0.5967,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001403_70.220s.jpg
1404,70.27020325135473,정상,0.6031,0.3969,0.6031,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001404_70.270s.jpg
1405,70.32025325367051,정상,0.6026,0.3974,0.6026,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001405_70.320s.jpg
1406,70.37030325598629,정상,0.5984,0.4016,0.5984,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001406_70.370s.jpg
1407,70.42035325830207,정상,0.5980,0.4020,0.5980,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001407_70.420s.jpg
1408,70.47040326061786,정상,0.5952,0.4048,0.5952,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001408_70.470s.jpg
1409,70.52045326293363,정상,0.6020,0.3980,0.6020,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001409_70.520s.jpg
1410,70.57050326524941,정상,0.5963,0.4037,0.5963,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001410_70.571s.jpg
1411,70.62055326756519,정상,0.5975,0.4025,0.5975,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001411_70.621s.jpg
1412,70.67060326988097,정상,0.5996,0.4004,0.5996,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001412_70.671s.jpg
1413,70.72065327219676,정상,0.5940,0.4060,0.5940,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001413_70.721s.jpg
1414,70.77070327451253,정상,0.5979,0.4021,0.5979,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001414_70.771s.jpg
1415,70.82075327682831,정상,0.6002,0.3998,0.6002,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001415_70.821s.jpg
1416,70.87080327914408,정상,0.5968,0.4032,0.5968,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001416_70.871s.jpg
1417,70.92085328145987,정상,0.6047,0.3953,0.6047,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001417_70.921s.jpg
1418,70.97090328377566,정상,0.6044,0.3956,0.6044,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001418_70.971s.jpg
1419,71.02095328609143,정상,0.6053,0.3947,0.6053,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001419_71.021s.jpg
1420,71.07100328840721,정상,0.6100,0.3900,0.6100,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001420_71.071s.jpg
1421,71.12105329072298,정상,0.5982,0.4018,0.5982,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001421_71.121s.jpg
1422,71.17110329303877,정상,0.5973,0.4027,0.5973,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001422_71.171s.jpg
1423,71.22115329535455,정상,0.6053,0.3947,0.6053,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001423_71.221s.jpg
1424,71.27120329767033,정상,0.5869,0.4131,0.5869,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001424_71.271s.jpg
1425,71.32125329998611,정상,0.5852,0.4148,0.5852,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001425_71.321s.jpg
1426,71.37130330230188,정상,0.5994,0.4006,0.5994,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001426_71.371s.jpg
1427,71.42135330461767,정상,0.6241,0.3759,0.6241,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001427_71.421s.jpg
1428,71.47140330693344,정상,0.6367,0.3633,0.6367,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001428_71.471s.jpg
1429,71.52145330924922,정상,0.6154,0.3846,0.6154,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001429_71.521s.jpg
1430,71.57150331156501,정상,0.6225,0.3775,0.6225,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001430_71.572s.jpg
1431,71.62155331388078,정상,0.6227,0.3773,0.6227,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001431_71.622s.jpg
1432,71.67160331619657,정상,0.6167,0.3833,0.6167,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001432_71.672s.jpg
1433,71.72165331851234,정상,0.6176,0.3824,0.6176,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001433_71.722s.jpg
1434,71.77170332082812,정상,0.6154,0.3846,0.6154,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001434_71.772s.jpg
1435,71.82175332314391,정상,0.5933,0.4067,0.5933,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001435_71.822s.jpg
1436,71.87180332545968,정상,0.6179,0.3821,0.6179,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001436_71.872s.jpg
1437,71.92185332777547,정상,0.6216,0.3784,0.6216,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001437_71.922s.jpg
1438,71.97190333009124,정상,0.6237,0.3763,0.6237,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001438_71.972s.jpg
1439,72.02195333240702,정상,0.6231,0.3769,0.6231,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001439_72.022s.jpg
1440,72.07200333472281,정상,0.6227,0.3773,0.6227,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001440_72.072s.jpg
1441,72.12205333703858,정상,0.6087,0.3913,0.6087,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001441_72.122s.jpg
1442,72.17210333935436,정상,0.6092,0.3908,0.6092,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001442_72.172s.jpg
1443,72.22215334167014,정상,0.6018,0.3982,0.6018,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001443_72.222s.jpg
1444,72.27220334398592,정상,0.5965,0.4035,0.5965,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001444_72.272s.jpg
1445,72.32225334630171,정상,0.5961,0.4039,0.5961,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001445_72.322s.jpg
1446,72.37230334861748,정상,0.5843,0.4157,0.5843,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001446_72.372s.jpg
1447,72.42235335093326,정상,0.5803,0.4197,0.5803,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001447_72.422s.jpg
1448,72.47240335324904,정상,0.5825,0.4175,0.5825,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001448_72.472s.jpg
1449,72.52245335556482,정상,0.5800,0.4200,0.5800,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001449_72.522s.jpg
1450,72.5725033578806,정상,0.5866,0.4134,0.5866,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001450_72.573s.jpg
1451,72.62255336019638,정상,0.5850,0.4150,0.5850,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001451_72.623s.jpg
1452,72.67260336251216,정상,0.6041,0.3959,0.6041,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001452_72.673s.jpg
1453,72.72265336482793,정상,0.5968,0.4032,0.5968,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001453_72.723s.jpg
1454,72.77270336714372,정상,0.5916,0.4084,0.5916,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001454_72.773s.jpg
1455,72.8227533694595,정상,0.5810,0.4190,0.5810,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001455_72.823s.jpg
1456,72.87280337177528,정상,0.5803,0.4197,0.5803,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001456_72.873s.jpg
1457,72.92285337409106,정상,0.5744,0.4256,0.5744,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001457_72.923s.jpg
1458,72.97290337640683,정상,0.5759,0.4241,0.5759,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001458_72.973s.jpg
1459,73.02295337872262,정상,0.5686,0.4314,0.5686,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001459_73.023s.jpg
1460,73.07300338103839,정상,0.5749,0.4251,0.5749,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001460_73.073s.jpg
1461,73.12305338335418,정상,0.5802,0.4198,0.5802,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001461_73.123s.jpg
1462,73.17310338566996,정상,0.5851,0.4149,0.5851,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001462_73.173s.jpg
1463,73.22315338798573,정상,0.5847,0.4153,0.5847,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001463_73.223s.jpg
1464,73.27320339030152,정상,0.5842,0.4158,0.5842,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001464_73.273s.jpg
1465,73.32325339261729,정상,0.5811,0.4189,0.5811,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001465_73.323s.jpg
1466,73.37330339493307,정상,0.5884,0.4116,0.5884,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001466_73.373s.jpg
1467,73.42335339724886,정상,0.5856,0.4144,0.5856,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001467_73.423s.jpg
1468,73.47340339956463,정상,0.5877,0.4123,0.5877,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001468_73.473s.jpg
1469,73.52345340188042,정상,0.5856,0.4144,0.5856,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001469_73.523s.jpg
1470,73.57350340419619,정상,0.5846,0.4154,0.5846,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001470_73.574s.jpg
1471,73.62355340651197,정상,0.5780,0.4220,0.5780,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001471_73.624s.jpg
1472,73.67360340882776,정상,0.5900,0.4100,0.5900,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001472_73.674s.jpg
1473,73.72365341114353,정상,0.5915,0.4085,0.5915,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001473_73.724s.jpg
1474,73.77370341345932,정상,0.5907,0.4093,0.5907,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001474_73.774s.jpg
1475,73.82375341577509,정상,0.5894,0.4106,0.5894,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001475_73.824s.jpg
1476,73.87380341809087,정상,0.5831,0.4169,0.5831,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001476_73.874s.jpg
1477,73.92385342040666,정상,0.5810,0.4190,0.5810,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001477_73.924s.jpg
1478,73.97390342272243,정상,0.5783,0.4217,0.5783,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001478_73.974s.jpg
1479,74.02395342503821,정상,0.5813,0.4187,0.5813,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001479_74.024s.jpg
1480,74.07400342735399,정상,0.5804,0.4196,0.5804,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001480_74.074s.jpg
1481,74.12405342966977,정상,0.5814,0.4186,0.5814,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001481_74.124s.jpg
1482,74.17410343198556,정상,0.5850,0.4150,0.5850,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001482_74.174s.jpg
1483,74.22415343430133,정상,0.5857,0.4143,0.5857,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001483_74.224s.jpg
1484,74.27420343661711,정상,0.5775,0.4225,0.5775,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001484_74.274s.jpg
1485,74.32425343893289,정상,0.5751,0.4249,0.5751,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001485_74.324s.jpg
1486,74.37430344124867,정상,0.5828,0.4172,0.5828,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001486_74.374s.jpg
1487,74.42435344356446,정상,0.5796,0.4204,0.5796,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001487_74.424s.jpg
1488,74.47440344588023,정상,0.5746,0.4254,0.5746,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001488_74.474s.jpg
1489,74.52445344819601,정상,0.5785,0.4215,0.5785,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001489_74.524s.jpg
1490,74.57450345051178,정상,0.5732,0.4268,0.5732,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001490_74.575s.jpg
1491,74.62455345282757,정상,0.5704,0.4296,0.5704,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001491_74.625s.jpg
1492,74.67460345514336,정상,0.5778,0.4222,0.5778,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001492_74.675s.jpg
1493,74.72465345745913,정상,0.5787,0.4213,0.5787,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001493_74.725s.jpg
1494,74.77470345977491,정상,0.5739,0.4261,0.5739,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001494_74.775s.jpg
1495,74.82475346209068,정상,0.5744,0.4256,0.5744,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001495_74.825s.jpg
1496,74.87480346440647,정상,0.5857,0.4143,0.5857,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001496_74.875s.jpg
1497,74.92485346672224,정상,0.5829,0.4171,0.5829,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001497_74.925s.jpg
1498,74.97490346903803,정상,0.5825,0.4175,0.5825,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001498_74.975s.jpg
1499,75.02495347135381,정상,0.5880,0.4120,0.5880,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001499_75.025s.jpg
1500,75.07500347366958,정상,0.5880,0.4120,0.5880,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001500_75.075s.jpg
1501,75.12505347598537,정상,0.5882,0.4118,0.5882,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001501_75.125s.jpg
1502,75.17510347830114,정상,0.5881,0.4119,0.5881,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001502_75.175s.jpg
1503,75.22515348061692,정상,0.5863,0.4137,0.5863,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001503_75.225s.jpg
1504,75.27520348293271,정상,0.5928,0.4072,0.5928,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001504_75.275s.jpg
1505,75.32525348524848,정상,0.5918,0.4082,0.5918,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001505_75.325s.jpg
1506,75.37530348756427,정상,0.5928,0.4072,0.5928,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001506_75.375s.jpg
1507,75.42535348988004,정상,0.6025,0.3975,0.6025,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001507_75.425s.jpg
1508,75.47540349219582,정상,0.5872,0.4128,0.5872,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001508_75.475s.jpg
1509,75.52545349451161,정상,0.5828,0.4172,0.5828,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001509_75.525s.jpg
1510,75.57550349682738,정상,0.5880,0.4120,0.5880,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001510_75.576s.jpg
1511,75.62555349914317,정상,0.5909,0.4091,0.5909,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001511_75.626s.jpg
1512,75.67560350145894,정상,0.5963,0.4037,0.5963,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001512_75.676s.jpg
1513,75.72565350377472,정상,0.5979,0.4021,0.5979,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001513_75.726s.jpg
1514,75.77570350609051,정상,0.5988,0.4012,0.5988,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001514_75.776s.jpg
1515,75.82575350840628,정상,0.6025,0.3975,0.6025,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001515_75.826s.jpg
1516,75.87580351072206,정상,0.5957,0.4043,0.5957,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001516_75.876s.jpg
1517,75.92585351303784,정상,0.5955,0.4045,0.5955,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001517_75.926s.jpg
1518,75.97590351535362,정상,0.5924,0.4076,0.5924,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001518_75.976s.jpg
